Date	Source	Target	CAMEOCode	NumEvents	NumArts	QuadClass	Goldstein	SourceGeoType	SourceGeoLat	SourceGeoLong	TargetGeoType	TargetGeoLat	TargetGeoLong	ActionGeoType	ActionGeoLat	ActionGeoLong
19790101	AFR	FRA	043	1	4	1	2.8			
19790101	AFR	FRA	050	2	9	1	3.5									
19790101	AFR	FRAGOV	043	2	19	1	2.8	1	46	2	1	46	2	1	46	2
19790101	AFR	ZMB	100	2	18	3	-5									
19790101	ARG	ARGGOVMIL	172	1	4	4	-5	4	-14.4432	28.4517	4	-14.4432	28.4517	4	-14.4432	28.4517
19790101	ARG	CHL	172	2	4	4	-5	1	-34	-64	1	-30	-71	1	-34	-64
19790101	ARG	VATGOV	072	1	4	2	8.3	1	-34	-64	1	-34	-64	1	-34	-64
19790101	ATH	MOSGOV	120	1	2	3	-4	1	-34	-64	1	-34	-64	1	-34	-64
19790101	ATH	RUS	120	2	5	3	-4							4	55.7522	37.6156
19790101	BUS	CHNGOV	111	1	7	3	-2	4	52.1256	140.381	4	52.1256	140.381	4	52.1256	140.381
19790101	BUS	USA	040	1	4	1	1	4	31.85	117.683	4	31.85	117.683	4	31.85	117.683
19790101	CAF	COD	046	3	19	1	7	1	7	21	1	15	19	1	7	21
19790101	CAF	TCD	046	2	19	1	7	1	7	21	1	15	19	1	7	21
19790101	CAN	CANBUS	030	1	1	1	4	1	7	21	1	15	19	1	7	21
19790101	CAN	KHM	051	2	17	1	3.4	1	60	-95	1	60	-95	1	60	-95
19790101	CAN	KHMGOV	040	1	4	1	1	1	60	-95	1	60	-95	1	60	-95
19790101	CHL	CHLGOVLAB	036	1	1	1	4	1	60	-95	1	60	-95	1	60	-95
19790101	CHL	CHLGOVLAB	040	1	1	1	1	1	-30	-71	1	-30	-71	1	-30	-71
19790101	CHL	CHLMIL	010	1	2	1	0	1	-30	-71	1	-30	-71	1	-30	-71
19790101	CHL	GOV	112	1	4	3	-2	1	-30	-71	1	-30	-71	1	-30	-71
19790101	CHL	GOVLAB	036	1	1	1	4	1	-30	-71	1	-30	-71	1	-30	-71
19790101	CHL	GOVLAB	040	1	1	1	1	1	-30	-71	1	-30	-71	1	-30	-71
19790101	CHLGOVLAB	CHL	036	1	1	1	4	1	-30	-71	1	-30	-71	1	-30	-71
19790101	CHLGOVLAB	CHL	040	1	1	1	1	1	-30	-71	1	-30	-71	1	-30	-71
19790101	CHLGOVMIL	GOV	036	1	9	1	4	1	-30	-71	1	-30	-71	1	-30	-71
19790101	CHL	HUN	040	2	5	1	1	1	42.8333	12.8333	4	47.5	19.0833	4	47.5	19.0833
19790101	CHL	ITA	046	2	10	1	7	1	-30	-71	4	47.5	19.0833	4	47.5	19.0833
19790101	CHN	CHNGOV	051	1	5	1	3.4	1	-30	-71	1	42.8333	12.8333	4	47.5	19.0833
19790101	CHN	CHNGOV	0841	1	6	2	7	4	39.9289	116.388	4	39.9289	116.388	4	39.9289	116.388
19790101	CHN	CRM	112	2	10	3	-2	4	21.0833	106.5	4	21.0833	106.5	4	21.0833	106.5
19790101	CHNCVL	GOV	020	1	2	1	3	4	26.5768	117.742	4	26.5768	117.742	4	26.5768	117.742
19790101	CHN	GOV	050	2	2	1	3.5	2	34.9513	-92.3809	2	34.9513	-92.3809	2	34.9513	-92.3809
19790101	CHN	GOV	054	1	3	1	6	4	39.9289	116.388	2	34.9513	-92.3809	4	39.9289	116.388
19790101	CHNGOV	CHN	020	1	2	1	3	4	24	121	4	24	121	4	24	121
19790101	CHNGOV	CHN	050	1	1	1	3.5	4	24	121	4	24	121	4	24	121
19790101	CHNGOV	CHN	051	1	1	1	3.4	4	39.9289	116.388	4	39.9289	116.388	4	39.9289	116.388
19790101	CHNGOV	VNM	180	1	2	4	-9	4	39.9289	116.388	4	39.9289	116.388	4	39.9289	116.388
19790101	CHN	MIL	193	1	10	4	-10	4	26.5768	117.742	4	21.0833	106.5	4	21.0833	106.5
19790101	CHN	TWN	020	2	15	1	3	4	25.9383	119.651	4	25.9383	119.651	4	25.9383	119.651
19790101	CHN	USA	017	1	2	1	0	4	39.9289	116.388	4	24	119	4	39.9289	116.388
19790101	CHN	USA	036	5	16	1	4	4	39.9289	116.388	2	33.7712	-111.388	4	39.9289	116.388
19790101	CHN	USA	042	3	9	1	1.9	4	39.9289	116.388	4	39.9289	116.388	4	39.9289	116.388
19790101	CHN	USA	051	2	2	1	3.4	4	39.9289	116.388	3	38.8951	-77.0364	3	38.8951	-77.0364
19790101	CHN	VNM	046	1	1	1	7	4	39.9289	116.388	3	38.8951	-77.0364	4	39.9289	116.388
19790101	CHN	VNM	180	1	2	4	-9	4	26.5768	117.742	4	26.5768	117.742	4	26.5768	117.742
19790101	CHN	VNM	192	2	2	4	-9.5	4	26.5768	117.742	4	21.0833	106.5	4	26.5768	117.742
19790101	CHRCTH	CVL	042	1	9	1	1.9	4	26.5768	117.742	4	26.5768	117.742	4	26.5768	117.742
19790101	CHRCTH	GOV	042	1	9	1	1.9	1	41.9	12.45	1	41.9	12.45	1	41.9	12.45
19790101	COD	CAF	046	3	19	1	7	1	15	19	1	7	21	1	7	21
19790101	COPGOV	GOV	040	1	5	1	1	1	15	19	1	7	21	1	7	21
19790101	COP	USA	190	1	4	4	-10	4	53.4395	14.5939	4	53.4395	14.5939	4	53.4395	14.5939
19790101	COP	USAELIGOV	010	1	9	1	0	3	32.7831	-96.8067	3	32.7831	-96.8067	3	32.7831	-96.8067
19790101	CRM	CAN	010	1	4	1	0	4	21.6833	-82.8667	4	21.6833	-82.8667	4	21.6833	-82.8667
19790101	CRM	CAN	081	1	1	2	5	1	60	-95	1	60	-95	1	60	-95
19790101	CRM	CAN	173	1	1	4	-5	1	60	-95	1	60	-95	1	60	-95
19790101	CUBGOV	USA	017	1	5	1	0	1	60	-95	1	60	-95	1	60	-95
19790101	CUBGOV	USA	050	1	5	1	3.5	1	38	-97	1	21.5	-80	1	38	-97
19790101	CUBGOV	USA	111	1	5	3	-2	1	21.5	-80	1	38	-97	1	38	-97
19790101	CUBLEG	GOV	010	1	2	1	0	1	21.5	-80	1	38	-97	1	38	-97
19790101	CUBLEG	GOV	186	1	2	4	-10	4	21.6833	-82.8667	4	21.6833	-82.8667	4	21.6833	-82.8667
19790101	CUB	USA	017	1	4	1	0	4	21.6833	-82.8667	4	21.6833	-82.8667	4	21.6833	-82.8667
19790101	CUB	USA	050	1	4	1	3.5	1	38	-97	1	21.5	-80	1	38	-97
19790101	CUB	USA	111	1	4	3	-2	1	21.5	-80	1	38	-97	1	38	-97
19790101	CVL	CHRCTH	043	1	9	1	2.8	1	21.5	-80	1	38	-97	1	38	-97
19790101	CVL	EGY	046	1	4	1	7	1	41.9	12.45	1	41.9	12.45	1	41.9	12.45
19790101	CVL	GOV	020	2	5	1	3	4	39.9289	116.388	4	39.9289	116.388	4	39.9289	116.388
19790101	CVL	HLH	043	2	5	1	2.8	3	40.8559	-73.2007	3	40.8559	-73.2007	3	40.8559	-73.2007
19790101	CVL	UAF	180	1	10	4	-9	3	43.152	-76.061	3	43.152	-76.061	3	43.152	-76.061
19790101	CVL	VNM	190	1	2	4	-10	4	-22.2167	29.9833	4	-22.2167	29.9833	4	-22.2167	29.9833
19790101	EDU	USA	040	1	5	1	1	4	21.0833	106.5	4	22.8333	106.517	4	21.0833	106.5
19790101	EDU	USA	182	1	5	4	-9.5	3	40.8667	-81.4387	3	40.8667	-81.4387	3	40.8667	-81.4387
19790101	EGY	CVL	046	2	4	1	7	4	31.2754	34.1679	4	31.2754	34.1679	4	31.2754	34.1679
19790101	EGYEDU	EGY	040	1	2	1	1	4	31.2754	34.1679	4	31.7444	34.6809	4	31.7444	34.6809
19790101	EGY	EGYEDU	040	1	2	1	1	1	27	30	1	27	30	1	27	30
19790101	EGY	GOV	040	1	4	1	1	1	27	30	1	27	30	1	27	30
19790101	EGYGOV	GOV	040	2	15	1	1	1	27	30	1	27	30	1	27	30
19790101	EGY	ISR	012	2	9	1	-0.4	1	27	30	1	27	30	1	31.5	34.75
19790101	EGY	PSE	046	4	9	1	7	1	33	44	1	33	44	1	33	44
19790101	EGY	PSE	1044	2	9	3	-5	1	60	100	1	27	30	4	32.0667	34.7667
19790101	ERI	SEP	080	1	2	2	5	1	27	30	1	31.6667	35.25	1	27	30
19790101	ERISEP	SEP	080	1	6	2	5	1	15	39	1	15	39	1	15	39
19790101	FRA	AFR	042	1	4	1	1.9	1	15	39	1	15	39	1	15	39
19790101	FRA	GAB	042	2	4	1	1.9	4	0.383333	9.45	1	46	2	1	46	2
19790101	FRA	GAB	051	3	19	1	3.4	1	46	2	4	0.383333	9.45	1	46	2
19790101	FRA	GABELIGOV	046	2	2	1	7	1	46	2	1	46	2	1	46	2
19790101	FRAGOV	AFR	042	2	19	1	1.9	1	46	2	1	46	2	1	46	2
19790101	FRAGOV	FRA	051	1	2	1	3.4	1	46	2	1	46	2	1	46	2
19790101	FRAGOV	GAB	042	3	17	1	1.9	4	0.383333	9.45	1	46	2	1	46	2
19790101	FRAGOV	GAB	050	1	2	1	3.5	4	0.383333	9.45	1	46	2	1	46	2
19790101	FRAGOV	GABELIGOV	046	2	15	1	7	1	46	2	4	0.383333	9.45	1	46	2
19790101	FRA	IRQ	051	1	3	1	3.4	1	46	2	4	0.383333	9.45	1	46	2
19790101	FRA	MIL	070	2	19	2	7	1	46	2	1	46	2	1	46	2
19790101	GABELIGOV	FRA	046	2	2	1	7	1	46	2	1	46	2	1	46	2
19790101	GABELIGOV	FRAGOV	046	2	15	1	7	4	0.383333	9.45	1	46	2	1	46	2
19790101	GAB	FRA	043	1	4	1	2.8	4	0.383333	9.45	1	46	2	1	46	2
19790101	GAB	FRAGOV	043	4	17	1	2.8	4	0.383333	9.45	1	46	2	1	46	2
19790101	GOV	CHLGOVMIL	036	1	9	1	4	4	0.383333	9.45	1	46	2	1	46	2
19790101	GOV	CHN	020	1	7	1	3	1	-30	-71	1	-30	-71	1	-30	-71
19790101	GOV	CHN	0841	1	4	2	7	4	31.85	117.683	4	31.85	117.683	4	31.85	117.683
19790101	GOV	CHN	111	1	10	3	-2	4	26.5768	117.742	4	26.5768	117.742	4	26.5768	117.742
19790101	GOV	CHRCTH	043	1	9	1	2.8	1	38	-97	1	38	-97	1	38	-97
19790101	GOV	COPGOV	044	1	5	1	2.5	1	41.9	12.45	1	41.9	12.45	1	41.9	12.45
19790101	GOV	EGY	040	2	4	1	1	1	27	30	1	27	30	1	27	30
19790101	GOV	EGYGOV	040	2	15	1	1	1	27	30	4	24.6408	46.7728	1	27	30
19790101	GOV	FRA	010	4	19	1	0	4	0.383333	9.45	1	46	2	1	46	2
19790101	GOV	FRA	051	4	27	1	3.4	4	0.383333	9.45	1	46	2	1	46	2
19790101	GOV	FRA	060	1	9	2	6	4	0.383333	9.45	1	46	2	1	46	2
19790101	GOV	GAB	050	2	17	1	3.5	1	46	2	4	0.383333	9.45	1	46	2
19790101	GOV	GRD	1123	1	4	3	-2	1	46	2	4	0.383333	9.45	1	46	2
19790101	GOV	GRD	193	1	4	4	-10							4	12.05	-61.75
19790101	GOV	GUYGOV	071	1	2	2	7.4							4	12.05	-61.75
19790101	GOV	IRN	100	1	2	3	-5	4	6.8	-58.15	1	38	-97	4	6.8	-58.15
19790101	GOV	ISR	012	2	9	1	-0.4									
19790101	GOV	ISR	050	1	10	1	3.5	1	27	30	1	31.5	34.75	1	27	30
19790101	GOV	JUD	010	1	9	1	0	1	-26.5	31.5	1	31.5	34.75	1	31.5	34.75
19790101	GOV	KHM	051	3	9	1	3.4	1	60	100	4	12.45	107.2	4	12.45	107.2
19790101	GOVLAB	CHL	036	1	1	1	4	4	21.0333	105.85	4	12.45	107.2	4	12.45	107.2
19790101	GOVLAB	CHL	040	1	1	1	1	1	-30	-71	1	-30	-71	1	-30	-71
19790101	GOV	MIL	051	1	10	1	3.4	1	-30	-71	1	-30	-71	1	-30	-71
19790101	GOVMIL	CHN	010	1	5	1	0	1	1	32	1	1	32	1	1	32
19790101	GOVMIL	CHN	192	2	7	4	-9.5	1	38	-97	4	39.9289	116.388	4	39.9289	116.388
19790101	GOVMIL	IRN	043	1	4	1	2.8	1	38	-97	4	21.0333	105.85	4	39.9289	116.388
19790101	GOVMIL	KHM	012	2	2	1	-0.4	4	21.0333	105.85	4	21.0333	105.85	4	12.45	107.2
19790101	GOVMIL	VNM	010	1	1	1	0	4	39.9289	116.388	4	12.45	107.2	4	39.9289	116.388
19790101	GOV	POL	044	1	2	1	2.5	1	38	-97	4	21.0333	105.85	4	39.9289	116.388
19790101	GOV	SAU	042	3	9	1	1.9	4	24.6408	46.7728	1	27	30	1	27	30
19790101	GOV	SWZ	050	2	10	1	3.5	1	-26.5	31.5	1	31.5	34.75	1	31.5	34.75
19790101	GOV	TUR	020	1	4	1	3	1	-26.5	31.5	1	-26.5	31.5	1	31.5	34.75
19790101	GOV	TWN	043	1	1	1	2.8	1	39	35	1	39	35	1	39	35
19790101	GOV	TWN	046	2	7	1	7	4	39.9289	116.388	4	24	119	4	24	119
19790101	GOV	TZA	020	1	10	1	3	4	24	119	4	24	119	4	24	119
19790101	GRC	EUR	020	1	4	1	3	2	39.8647	-86.2604	2	39.8647	-86.2604	2	39.8647	-86.2604
19790101	HLH	CVL	042	2	5	1	1.9	3	40.8559	-73.2007	3	40.8559	-73.2007	3	40.8559	-73.2007
19790101	HLH	CVL	051	3	9	1	3.4	3	43.152	-76.061	3	43.152	-76.061	3	43.152	-76.061
19790101	HLH	CVL	180	4	9	4	-9	4	11.2756	105.283	4	11.2756	105.283	4	12.4881	106.019
19790101	HUN	CHL	040	1	5	1	1	1	60	100	1	60	100	4	11.2756	105.283
19790101	IDN	GOV	190	2	9	4	-10	4	-8.55861	125.574	4	-8.55861	125.574	4	-8.55861	125.574
19790101	IDNGOV	TMP	010	1	10	1	0	4	-6.17444	106.829	4	-6.17444	106.829	4	-6.17444	106.829
19790101	IDNGOV	TMP	012	1	10	1	-0.4	4	-8.89389	125.704	1	-5	120	4	-8.89389	125.704
19790101	IGOUNOGOV	MED	110	1	9	3	-2	4	-8.89389	125.704	4	-8.89389	125.704	4	-8.89389	125.704
19790101	IRN	GOVMIL	042	1	4	1	1.9									
19790101	IRN	LAB	043	1	5	1	2.8	4	35.705	51.4216	4	35.705	51.4216	4	35.705	51.4216
19790101	IRN	MED	043	1	5	1	2.8	4	35.705	51.4216	4	35.705	51.4216	4	35.705	51.4216
19790101	ISR	EGY	050	2	7	1	3.5	4	31.7667	35.2333	4	29.9314	32.5628	4	31.7667	35.2333
19790101	ISR	EGY	080	1	3	2	5	4	31.7667	35.2333	4	29.9314	32.5628	4	29.5	34
19790101	ITA	CHL	046	2	10	1	7	4	47.5	19.0833	1	-30	-71	4	47.5	19.0833
19790101	JUD	MCOELI	046	1	2	1	7	1	42.8333	12.8333	1	-30	-71	4	47.5	19.0833
19790101	JUD	USA	020	1	5	1	3	3	40.1403	-105.432	3	40.1403	-105.432	3	40.1403	-105.432
19790101	JUD	USA	051	1	2	1	3.4	2	42.1497	-74.9384	2	42.1497	-74.9384	2	42.1497	-74.9384
19790101	JUD	USA	120	1	7	3	-4	2	42.1497	-74.9384	2	42.1497	-74.9384	2	42.1497	-74.9384
19790101	JUD	USAHRI	020	1	1	1	3	2	42.1497	-74.9384	2	42.1497	-74.9384	2	42.1497	-74.9384
19790101	JUD	USAHRI	120	1	2	3	-4	2	42.1497	-74.9384	2	42.1497	-74.9384	2	42.1497	-74.9384
19790101	KHM	CVL	190	1	4	4	-10	2	42.1497	-74.9384	2	42.1497	-74.9384	2	42.1497	-74.9384
19790101	KHMGOV	CAN	040	1	4	1	1	4	13.7394	106.987	4	13.7394	106.987	4	13.7394	106.987
19790101	KHMGOV	CAN	051	1	4	1	3.4	1	60	-95	1	60	-95	1	60	-95
19790101	KHMGOV	KHM	040	3	15	1	1	1	60	100	1	60	-95	1	60	100
19790101	KHMGOV	KHM	190	1	3	4	-10	1	60	100	1	60	-95	1	60	100
19790101	KHMGOV	VNM	1123	2	3	3	-2	4	11.3	106.1	4	13.7394	106.987	4	13.7394	106.987
19790101	KHM	KHMGOV	040	3	15	1	1	1	60	-95	1	60	100	1	60	100
19790101	KHM	KHMGOV	080	1	3	2	5	1	60	-95	1	60	100	1	60	100
19790101	KHM	KHMREB	190	1	9	4	-10	4	12.45	107.2	4	12.45	107.2	4	12.45	107.2
19790101	KHM	MIL	190	1	2	4	-10	4	12.45	107.2	4	12.45	107.2	4	12.45	107.2
19790101	KHM	PER	043	2	2	1	2.8	1	-10	-76	1	-10	-76	1	-10	-76
19790101	KHM	PEREDU	043	2	15	1	2.8	4	11.55	104.917	1	-10	-76	1	-10	-76
19790101	KHM	REB	120	2	4	3	-4	4	11.3	106.1	4	13.7394	106.987	4	11.3	106.1
19790101	KHM	REB	172	1	4	4	-5	4	11.3	106.1	4	13.7394	106.987	4	13.7394	106.987
19790101	KHMREB	KHM	172	1	5	4	-5	4	11.55	104.917	4	11.55	104.917	4	11.55	104.917
19790101	KHMREB	REB	120	2	5	3	-4	4	11.3	106.1	4	13.7394	106.987	4	13.7394	106.987
19790101	KHM	VNM	026	3	7	1	4	4	12.45	107.2	4	12.45	107.2	4	12.45	107.2
19790101	KHM	VNM	036	2	9	1	4	4	12.45	107.2	4	12.45	107.2	4	12.45	107.2
19790101	KHM	VNM	043	3	10	1	2.8	4	13.7394	106.987	4	10.25	105.917	4	10.25	105.917
19790101	KHM	VNM	111	2	4	3	-2	4	12.45	107.2	1	38	-97	1	38	-97
19790101	KHM	VNM	195	2	5	4	-10	4	21.0333	105.85	4	21.0333	105.85	4	21.0333	105.85
19790101	LAB	IRN	042	1	5	1	1.9	4	11.2756	105.283	4	10.25	105.917	4	10.25	105.917
19790101	LAB	OPP	042	2	9	1	1.9	3	38.8951	-77.0364	4	35.705	51.4216	3	38.8951	-77.0364
19790101	LEG	CHN	010	2	9	1	0	2	40.3736	-82.7755	2	40.3736	-82.7755	2	40.3736	-82.7755
19790101	LEG	GOV	010	1	7	1	0	2	40.3736	-82.7755	4	39.9289	116.388	2	40.3736	-82.7755
19790101	LEG	GOV	186	1	7	4	-10	4	21.6833	-82.8667	4	21.6833	-82.8667	4	21.6833	-82.8667
19790101	LEG	TWN	010	3	9	1	0	2	40.3736	-82.7755	2	40.3736	-82.7755	2	40.3736	-82.7755
19790101	LEG	USA	042	2	4	1	1.9	2	37.768	-78.2057	2	37.768	-78.2057	2	37.768	-78.2057
19790101	LEG	USA	120	1	7	3	-4	3	34.0522	-118.244	2	37.768	-78.2057	2	37.768	-78.2057
19790101	LKAGOV	SOM	051	3	17	1	3.4	1	7	81	1	10	49	1	10	49
19790101	MCOELI	JUD	013	1	2	1	0.4	1	7	81	1	10	49	1	10	49
19790101	MCOELI	JUD	046	1	2	1	7	3	40.1403	-105.432	3	40.1403	-105.432	3	40.1403	-105.432
19790101	MCOELI	USAJUD	013	1	2	1	0.4	3	40.1403	-105.432	3	40.1403	-105.432	3	40.1403	-105.432
19790101	MCOELI	USAJUD	046	1	2	1	7	3	40.3978	-105.075	3	40.3978	-105.075	3	40.3978	-105.075
19790101	MED	CHN	022	1	4	1	3.2	3	40.3978	-105.075	3	40.3978	-105.075	3	40.3978	-105.075
19790101	MED	CHN	060	1	4	2	6	4	39.9289	116.388	4	39.9289	116.388	4	39.9289	116.388
19790101	MED	HLH	0353	1	5	1	7	4	39.9289	116.388	4	39.9289	116.388	4	39.9289	116.388
19790101	MED	HLH	1721	1	5	4	-5	2	40.314	-74.5089	2	40.314	-74.5089	2	40.314	-74.5089
19790101	MED	IRN	042	1	5	1	1.9	2	40.314	-74.5089	2	40.314	-74.5089	2	40.314	-74.5089
19790101	MED	MIL	011	1	5	1	-0.1	1	32	53	1	32	53	1	32	53
19790101	MED	SAUGOV	036	1	3	1	4	1	32	53	3	38.8951	-77.0364	3	38.8951	-77.0364
19790101	MIL	AFR	0311	2	19	1	5.2	1	46	2	1	46	2	1	46	2
19790101	MIL	CVL	190	1	1	4	-10	1	46	2	1	46	2	1	46	2
19790101	MIL	GOV	020	1	9	1	3	4	13.7394	106.987	4	13.7394	106.987	4	13.7394	106.987
19790101	MIL	KHM	072	1	8	2	8.3									
19790101	MIL	USA	0334	2	9	1	6	3	33.4484	-112.074	2	33.7712	-111.388	3	33.4484	-112.074
19790101	MOS	RUS	040	1	1	1	1	3	33.4484	-112.074	3	33.4484	-112.074	3	33.4484	-112.074
19790101	MOS	RUS	043	1	2	1	2.8							4	55.7522	37.6156
19790101	MOS	RUS	051	1	1	1	3.4	4	52.1256	140.381	4	52.1256	140.381	4	52.1256	140.381
19790101	NAMELI	NAM	020	2	19	1	3	1	-22	17	1	-22	17	1	-22	17
19790101	NAMELI	NAM	111	2	19	3	-2	1	-22	17	1	-22	17	1	-22	17
19790101	NIC	CVL	190	1	4	4	-10	1	-22	17	1	-22	17	1	-22	17
19790101	NICGOVHRI	CVL	190	1	5	4	-10							4	12.1508	-86.2683
19790101	NPL	PAK	043	2	4	1	2.8							4	27.7167	85.3167
19790101	OPP	LAB	043	2	9	1	2.8	4	35.705	51.4216	3	38.8951	-77.0364	3	38.8951	-77.0364
19790101	PAK	NPL	042	1	4	1	1.9	4	35.705	51.4216	4	35.705	51.4216	4	35.705	51.4216
19790101	PEREDU	KHM	042	2	15	1	1.9	1	-10	-76	4	11.55	104.917	1	-10	-76
19790101	PER	KHM	042	2	2	1	1.9	1	-10	-76	1	-10	-76	1	-10	-76
19790101	POL	GOV	040	1	2	1	1	1	-10	-76	4	11.55	104.917	4	11.55	104.917
19790101	POL	POLMIL	190	1	2	4	-10	4	53.4395	14.5939	4	53.4395	14.5939	4	53.4395	14.5939
19790101	PSE	EGY	046	2	9	1	7	1	27	30	1	60	100	1	27	30
19790101	REB	MIL	190	1	5	4	-10	1	31.6667	35.25	1	27	30	4	32.0667	34.7667
19790101	REB	PRT	0874	2	7	2	10	4	-8.55861	125.574	1	39.5	-8	4	-8.55861	125.574
19790101	RUS	AFR	010	1	4	1	0	4	-8.55861	125.574	1	39.5	-8	1	39.5	-8
19790101	RUS	AFR	012	1	8	1	-0.4	1	60	100	1	46	2	1	46	2
19790101	RUSGOV	GUY	071	2	2	2	7.4	1	38	-97	1	38	-97	1	38	-97
19790101	RUSGOV	GUYGOV	071	1	3	2	7.4	4	6.8	-58.15	4	6.8	-58.15	4	6.8	-58.15
19790101	RUS	GUYGOV	0841	3	7	2	7	4	6.8	-58.15	1	38	-97	4	6.8	-58.15
19790101	RUS	IRN	100	1	2	3	-5	1	60	100	4	4	-60	1	60	100
19790101	RUS	MOS	040	1	1	1	1							4	55.7522	37.6156
19790101	RUS	MOS	042	1	2	1	1.9							4	55.7522	37.6156
19790101	RUS	UZB	040	2	3	1	1	1	38	-97	1	38	-97	1	38	-97
19790101	SAU	ATH	054	1	2	1	6	1	38	-97	4	41.3167	69.25	4	41.3167	69.25
19790101	SAU	EGY	030	1	9	1	4	4	21.4267	39.8261				4	55.7522	37.6156
19790101	SAUELIGOV	SAUGOV	036	1	3	1	4	4	24.4686	39.6142	1	31.5	34.75	4	24.4686	39.6142
19790101	SAU	GOV	043	3	9	1	2.8	1	27	30	4	24.6408	46.7728	1	27	30
19790101	SAUGOV	MED	036	1	3	1	4	4	24.6408	46.7728	1	27	30	4	24.6408	46.7728
19790101	SAUGOV	SAU	036	1	2	1	4	1	31.5	34.75	1	31.5	34.75	1	27	30
19790101	SAUGOV	SAUELIGOV	036	2	3	1	4	1	31.5	34.75	1	31.5	34.75	1	27	30
19790101	SAUGOV	SAUMED	036	1	1	1	4	1	31.5	34.75	1	27	30	1	27	30
19790101	SAUMED	SAUGOV	036	1	1	1	4	1	31.5	34.75	1	31.5	34.75	1	27	30
19790101	SAU	RUS	054	3	5	1	6	4	21.4267	39.8261	4	52.1256	140.381	4	55.7522	37.6156
19790101	SAU	SAUGOV	036	1	2	1	4	4	21.4267	39.8261	4	52.1256	140.381	4	52.1256	140.381
19790101	SEA	LAO	141	1	6	3	-6.5	4	24.4686	39.6142	4	24.4686	39.6142	4	24.4686	39.6142
19790101	SYR	MOS	020	2	4	1	3	1	35	38	4	21.4267	39.8261	4	21.4267	39.8261
19790101	SYR	RUS	020	1	1	1	3	1	35	38	4	52.1256	140.381	4	52.1256	140.381
19790101	SYR	SAU	042	2	7	1	1.9	4	52.1256	140.381	4	52.1256	140.381	4	52.1256	140.381
19790101	TCD	CAF	046	2	19	1	7	1	15	19	1	7	21	1	7	21
19790101	TMP	IDN	080	1	4	2	5	1	15	19	1	7	21	1	7	21
19790101	TURELI	GOV	112	1	9	3	-2	4	-8.89389	125.704	1	-5	120	1	-5	120
19790101	TWN	CHN	010	3	7	1	0	4	24.4367	118.318	4	39.9289	116.388	4	39.9289	116.388
19790101	TWN	CHN	020	2	9	1	3	4	39.9289	116.388	4	39.9289	116.388	4	25.0478	121.532
19790101	TWN	CHN	120	2	3	3	-4	3	38.8951	-77.0364	4	22.7596	121.164	4	22.7596	121.164
19790101	TWN	GOV	042	1	1	1	1.9	4	22.7596	121.164	4	39.9289	116.388	4	22.7596	121.164
19790101	TWN	GOV	046	2	7	1	7	4	24	119	4	39.9289	116.388	4	24	119
19790101	TWN	GOV	054	1	2	1	6	4	24	119	4	24	119	4	24	119
19790101	TWN	GOV	120	1	2	3	-4	4	24	121	4	24	121	4	24	121
19790101	TWNGOV	CHN	020	1	8	1	3	4	22.7596	121.164	4	22.7596	121.164	4	22.7596	121.164
19790101	TWNGOV	CHN	120	1	3	3	-4	4	24	121	4	24	121	4	24	121
19790101	TWN	LEG	020	1	2	1	3	4	24	121	4	39.9289	116.388	4	39.9289	116.388
19790101	TWNMED	TWN	051	2	2	1	3.4	1	22.25	114.167	4	24.4367	118.318	4	24.4367	118.318
19790101	UAF	AFR	010	2	5	1	0	1	60	100	1	46	2	1	46	2
19790101	UAF	AFR	012	2	11	1	-0.4	1	60	100	1	46	2	1	46	2
19790101	UAF	CVL	190	1	10	4	-10	1	60	100	1	46	2	1	46	2
19790101	USA	BUS	040	1	4	1	1	4	-22.2167	29.9833	4	-22.2167	29.9833	4	-22.2167	29.9833
19790101	USA	CHN	013	2	9	1	0.4	3	38.8951	-77.0364	3	38.8951	-77.0364	3	38.8951	-77.0364
19790101	USA	CHN	036	2	7	1	4	4	39.9289	116.388	4	39.9289	116.388	4	39.9289	116.388
19790101	USA	CHN	043	3	9	1	2.8	4	39.9289	116.388	4	39.9289	116.388	4	39.9289	116.388
19790101	USA	CHN	054	3	9	1	6	4	39.9289	116.388	4	25.0478	121.532	4	39.9289	116.388
19790101	USA	CHN	161	1	7	4	-4	4	25.0478	121.532	4	31.2222	121.458	4	25.0478	121.532
19790101	USA	COP	193	1	4	4	-10	3	38.8951	-77.0364	4	39.9289	116.388	3	38.8951	-77.0364
19790101	USACOP	GOV	190	2	5	4	-10	3	32.7831	-96.8067	3	32.7831	-96.8067	3	32.7831	-96.8067
19790101	USA	EDU	040	1	5	1	1	3	32.811	-96.8381	3	32.811	-96.8381	3	32.811	-96.8381
19790101	USA	GOV	010	1	7	1	0	3	40.8667	-81.4387	3	40.8667	-81.4387	3	40.8667	-81.4387
19790101	USA	GOV	020	1	4	1	3	3	38.8951	-77.0364	3	38.8951	-77.0364	3	38.8951	-77.0364
19790101	USA	GOV	190	1	4	4	-10	3	38.8951	-77.0364	3	38.8951	-77.0364	3	38.8951	-77.0364
19790101	USA	IRNELIGOV	030	2	5	1	4	4	35.705	51.4216	3	38.8951	-77.0364	3	38.8951	-77.0364
19790101	USAJUD	BUS	1711	1	9	4	-9.2	3	38.8951	-77.0364	3	38.8951	-77.0364	3	38.8951	-77.0364
